,gene,gene_length(kb),0h_no_dox_1,0h_no_dox_11,0h_no_dox_12,0h_no_dox_2,12h_is_dox_5,12h_is_dox_6,12h_no_dox_3,12h_no_dox_4,24h_is_dox_10,24h_is_dox_13,24h_is_dox_14,24h_is_dox_17,24h_is_dox_18,24h_is_dox_19,24h_is_dox_20,24h_is_dox_9,24h_no_dox_15,24h_no_dox_16,24h_no_dox_7,24h_no_dox_8
9741,Gm54260,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9742,Adgrb2,7.183,226,313,368,353,293,226,808,385,209,214,272,137,218,494,309,647,424,320,1086,568
9743,Gm12963,0.879,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
9744,Col16a1,6.374,18,9,25,13,27,15,49,11,22,23,38,21,46,35,35,103,40,28,70,20
9745,Gm46871,3.304,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,2,1,3,1
9746,Gm40258,4.532,8,1,4,6,34,4,44,9,6,2,2,9,10,6,3,70,9,2,79,7
9747,Pef1,1.551,616,687,621,790,1545,980,2318,978,647,1004,689,811,970,933,836,2726,1056,894,2317,954
9748,Hcrtr1,3.272,1,0,0,2,2,1,3,3,1,2,4,3,5,2,6,8,2,0,11,2
9749,Gm40259,0.75,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
9750,Tinagl1,2.175,28,32,7,106,204,107,216,145,152,51,34,18,18,18,74,454,26,24,246,157
9751,Gm52490,0.678,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9752,Ldc1,2.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9753,Gm46724,1.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9754,Serinc2,6.676,40,56,46,66,158,146,177,92,81,113,126,125,170,148,208,306,101,69,188,98
9755,Gm34957,6.45,1,1,1,0,6,0,2,0,0,0,2,0,1,1,2,9,0,1,5,0
9756,Fabp3,0.68,331,458,212,629,941,454,901,454,281,277,104,136,135,110,255,1421,246,197,679,399
9757,Zcchc17,2.316,532,764,631,673,1453,616,1884,690,387,688,522,646,684,564,467,1738,711,599,1643,557
9758,Gm35074,2.028,3,1,1,3,14,2,10,1,5,2,1,4,1,2,1,18,7,3,23,2
9759,Snrnp40,1.591,3158,3990,3317,3709,7160,3448,8875,3909,1581,2741,2630,2911,3459,2689,2560,6495,3628,3633,6759,2571
9760,Nkain1,3.39,1746,1601,898,1926,3870,2934,5244,2673,2041,3544,2303,2633,3295,2792,2584,5743,2323,1969,4700,2173
9761,Gm53228,1.998,14,15,32,24,31,7,57,19,5,7,9,10,9,9,12,40,22,12,27,9
9762,Pum1,5.524,4586,3923,3868,5096,8443,4936,10238,5388,2928,3649,3738,4034,4785,3411,3374,8336,5207,4581,9374,4301
9763,Snord85,0.065,0,0,5,0,0,1,1,1,0,1,3,3,0,0,2,1,3,1,1,1
9764,Gm24091,0.083,3,4,13,4,22,1,27,5,3,8,5,4,7,6,9,26,15,17,26,5
9765,Gm23711,0.083,2,4,1,0,6,1,8,1,1,0,1,5,4,2,2,7,5,1,6,0
9766,Gm12972,3.514,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0
9767,Sdc3,5.725,130,121,65,167,473,350,464,259,415,513,509,476,692,329,592,1494,217,207,598,286
9768,Gm42316,2.155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9769,Gm22660,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9770,Gm35294,1.255,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
9771,Gm38599,1.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9772,Laptm5,2.416,40,38,100,42,21,6,10,13,3,10,19,37,23,20,33,8,25,19,6,4
9773,Matn1,2.002,3,1,9,0,0,3,2,0,0,0,3,1,0,0,1,0,1,2,5,1
9774,LOC108168713,0.681,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9775,A930031H19Rik,0.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9776,Gm42317,0.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9777,Gm35482,0.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9778,Gm42318,2.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9779,Gm25261,0.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9780,Gm35634,0.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9781,Gm46723,0.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9782,Gm35779,2.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9783,Gm831,2.446,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9784,Gm42320,0.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9785,LOC118568696,0.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9786,Gm42321,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9787,Ptpru,6.067,267,220,167,373,1121,782,651,318,496,521,468,381,656,466,628,1676,175,222,886,338
9788,Gm52680,1.055,1,0,2,2,13,4,10,4,3,0,0,2,3,2,2,5,2,3,8,2
9789,Mecr,4.457,402,466,342,534,1100,553,1191,464,297,415,360,437,504,390,462,1345,394,390,1141,416
9790,Srsf4,4.467,677,594,595,887,1615,906,1966,949,510,730,639,636,904,733,610,1844,822,760,1727,688
9791,Gm12992,5.873,12,9,17,10,47,11,50,9,10,11,13,17,28,10,9,66,20,17,42,7
9792,Tmem200b,2.288,5,9,10,16,47,30,24,13,72,79,17,14,26,27,30,237,6,5,24,14
9793,Epb41,14.414,1977,1599,1182,2559,4726,2971,6927,3355,2678,2998,2147,2475,2917,2675,2145,10024,2540,2331,7804,3257
9794,Gm36157,4.08,2,3,4,7,20,17,20,8,15,7,4,12,8,10,6,64,4,4,27,7
9795,Oprd1,7.566,28,24,20,45,73,38,141,78,26,15,30,28,34,22,14,111,132,156,141,87
9796,n-TAcgc3,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9797,Ythdf2,4.078,2942,2780,2421,3427,6242,3341,7214,3802,1575,2297,2315,3003,3157,2068,1971,5567,3109,3116,6045,2498
9798,Rps15a-ps4,0.697,14,7,8,11,8,12,8,6,1,16,12,8,4,3,14,12,8,7,13,5
9799,Gmeb1,16.035,941,871,851,1107,2399,1157,2784,1123,722,1044,889,1092,1248,1109,925,2907,1152,1126,2775,969
9800,Gm28874,0.879,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,5,0
9801,Rnu11,0.108,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
9802,Taf12,1.704,419,547,539,562,1186,578,1380,563,314,504,393,476,587,441,390,1403,527,549,1151,452
9803,Rab42,2.529,5,6,6,8,9,9,22,11,9,5,4,6,12,6,11,26,6,5,23,9
9804,Snhg12,0.606,545,388,429,619,1807,593,2097,649,217,343,579,581,743,549,351,1503,888,756,1796,377
9805,Snora16a,0.136,49,21,17,34,136,44,163,43,11,22,45,36,39,49,10,140,54,41,155,27
9806,Snora44,0.117,22,10,11,20,75,23,62,29,4,10,22,18,15,19,8,77,22,22,66,13
9807,Snora61,0.062,100,43,43,100,315,86,380,104,40,49,76,79,103,77,30,242,109,100,245,63
9808,Snord99,0.056,66,29,38,61,157,63,187,78,17,38,51,37,53,57,20,190,60,52,168,33
9809,Trnau1ap,2.882,554,999,596,798,1552,733,2067,889,337,713,507,646,768,539,499,1737,775,748,1791,621
9810,Rcc1,2.327,3946,4512,4121,4900,9438,4946,11416,4682,2133,3808,4070,4039,5567,4313,3807,8010,5221,4906,8678,3403
9811,Snhg3,0.437,685,372,561,682,2356,834,2908,847,283,401,518,734,836,432,374,2078,965,834,2390,514
9812,Snora73b,0.205,148,130,209,188,664,168,899,175,56,97,208,232,333,209,129,400,437,365,593,114
9813,Snora73a,0.205,179,63,147,179,636,182,820,194,53,78,159,184,233,174,83,465,288,239,535,115
9814,Phactr4,8.471,1184,1051,904,1396,2261,1475,2891,1653,1190,1749,1475,1756,1938,1630,1303,3139,1579,1423,2960,1322
9815,Gm23055,0.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9816,Med18,1.677,291,210,255,342,579,278,657,277,127,209,158,201,242,226,136,563,242,268,541,205
9817,Gm52758,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9818,Sesn2,2.658,2128,1757,2669,2418,2083,1436,3567,1824,725,1174,1561,1137,1566,1537,1597,2120,1974,1709,2770,1238
9819,n-TAagc8,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9820,Atp5if1,1.508,2997,3655,2871,3899,6985,3896,8746,3770,2402,4127,2791,2907,4067,2625,2981,9208,2997,2931,7796,2900
9821,Dnajc8,1.567,4364,4766,4227,5021,10225,4413,12934,4966,2094,3550,3165,3867,4241,3308,2720,9569,4834,4378,9868,3344
9822,Gm24762,0.104,0,2,0,1,9,1,12,1,1,0,2,0,4,0,1,16,4,4,9,1
9823,Gm54261,1.525,0,1,1,0,4,0,2,0,0,0,0,1,0,0,0,4,1,1,1,0
9824,Ptafr,3.637,2,1,1,1,12,2,16,11,5,15,16,6,11,5,14,17,16,6,57,25
9825,Eya3,5.452,2108,1735,1732,2634,4779,2584,6087,2775,1353,1674,1660,2099,2431,1894,1596,4916,2399,2198,4985,2119
9826,Xkr8,4.367,70,78,68,82,160,96,224,116,65,102,91,76,104,88,92,271,80,68,237,85
9827,Smpdl3b,2.146,224,275,304,260,544,199,434,154,52,123,166,138,191,124,139,375,157,149,255,98
9828,Rpa2,1.782,2566,3012,2786,2911,5369,2423,6923,2849,1216,2010,1778,2105,2709,1866,1781,5470,2819,2721,5396,1879
9829,Themis2,3.919,14,10,14,10,8,9,11,2,9,7,17,16,16,11,14,15,15,10,8,5
9830,Ppp1r8,2.29,2512,3255,2878,2972,6217,2741,7742,2966,1445,2607,2303,2929,3451,2488,2285,6581,3300,3147,6098,2142
9831,Gm22767,0.165,3,4,3,3,7,2,8,4,1,1,7,2,3,1,2,14,3,4,8,1
9832,Stx12,2.32,1109,1022,741,1259,2938,1462,3627,1598,952,1432,986,1510,1632,1024,884,4435,1499,1304,3323,1120
9833,Fam76a,3.83,691,574,451,863,1323,776,1794,946,435,716,511,589,665,618,526,1806,652,636,1651,617
9834,Gm36518,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
9835,Fgr,4.03,55,65,57,41,59,41,146,64,11,7,9,11,16,27,19,27,53,62,137,40
9836,Gm36599,1.404,2,1,2,3,4,1,1,2,2,2,0,2,0,1,0,2,4,1,5,2
9837,Ahdc1,12.426,4102,3369,3260,5157,6630,3643,8638,4343,1229,1331,1601,746,1459,1753,1885,3017,2927,2644,5763,2959
9838,n-TGgcc1,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9839,Wasf2,5.968,2700,2278,2989,3396,5123,3187,6465,3223,1550,1930,2276,2099,2567,2183,2129,4574,3028,2730,5328,2449
9840,Mir7017,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9841,Gpr3,2.143,5,4,4,5,21,12,16,8,1,3,0,2,9,8,12,10,7,10,27,3
9842,Cd164l2,0.986,13,17,16,16,32,26,68,32,13,20,18,16,28,17,21,48,56,32,104,42
9843,Map3k6,7.173,17,19,25,21,47,40,73,16,58,74,71,53,81,62,54,248,41,33,91,18
9844,Sytl1,1.948,36,59,116,54,59,31,103,20,39,44,55,31,62,40,73,155,67,48,76,26
9845,Tmem222,1.627,572,613,544,698,1544,888,1773,791,618,915,666,703,929,680,800,2837,716,639,1909,747
9846,Wdtc1,5.874,1720,1524,2207,1877,2146,1408,2971,1534,1037,1334,1191,889,1291,1318,1457,2876,1585,1350,2688,1286
9847,Slc9a1,5.119,838,716,823,1109,1595,943,1910,974,531,680,650,530,848,967,834,1704,858,655,1702,778
9848,Mir5122,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9849,1700091J24Rik,0.609,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
9850,Gm42322,1.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9851,Tent5b,2.288,85,65,46,96,124,63,207,114,17,21,35,24,33,58,42,44,85,86,162,73
9852,Gm13257,1.923,0,0,0,0,5,0,2,1,0,0,0,0,0,3,0,3,0,1,5,1
9853,Trnp1,2.242,8,22,14,21,35,20,56,30,21,36,25,17,22,34,32,68,23,12,38,12
9854,Gm42323,2.152,1,1,3,2,7,1,15,2,2,0,0,2,1,1,0,5,5,4,11,1
9855,Kdf1,1.998,301,296,176,398,541,352,797,417,78,55,108,56,121,110,166,176,260,233,665,369
9856,Nudc,1.347,6246,9468,6587,8315,13229,7150,17336,7747,3027,6490,5245,4398,6962,5206,5718,10957,7003,6880,12558,5416
9857,Nr0b2,1.282,0,0,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
9858,Gpatch3,2.003,372,382,378,466,619,356,775,405,182,276,284,215,320,329,269,552,322,319,532,275
9859,Gpn2,1.356,372,559,378,479,810,422,1031,424,200,467,365,292,357,398,299,687,433,351,881,342
9860,Gm42324,0.822,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
9861,Sfn,1.297,577,348,201,1027,1396,556,2209,1057,28,51,380,127,311,226,518,127,657,837,1453,618
9862,Zdhhc18,4.448,764,710,533,917,1424,819,1769,889,402,619,587,517,751,756,631,1287,842,805,1473,630
9863,Pigv,6.478,279,286,266,379,703,454,835,409,305,501,280,315,403,333,323,982,419,361,996,456
9864,Arid1a,10.859,13082,10745,10825,14793,18544,11772,25956,14000,6490,8707,9004,8041,9669,8024,7511,14688,14115,10694,21575,10902
9865,Mir7227,0.059,0,0,1,0,9,0,6,2,0,1,0,2,2,2,1,2,0,0,1,0
9866,Gm30019,1.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9867,Gm29942,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9868,Gm34296,1.119,2,2,0,5,12,1,5,1,2,1,3,0,3,0,0,8,3,2,4,2
9869,Gm25270,0.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
9870,Gm12974,0.444,1,3,0,1,5,0,1,0,0,0,0,0,0,0,1,0,4,4,7,1
9871,Rps6ka1,3.67,2831,2570,2298,3419,4066,2640,5309,3079,1117,1545,1696,1490,2166,2267,1903,2896,2788,2548,4403,2303
9872,Gm12977,1.571,2,2,1,4,9,1,17,2,1,2,1,4,2,1,2,6,7,3,15,6
9873,Gm22523,0.1,1,0,1,1,0,0,4,0,0,0,0,0,1,0,1,1,0,0,1,0
9874,Hmgn2,1.254,2549,3745,3370,3629,7121,3835,9414,3769,2230,3095,3029,2257,3183,2468,2799,8997,2766,2808,8343,3278
9875,Dhdds,3.414,546,620,501,713,1375,838,1672,836,502,743,613,757,846,787,645,1635,829,746,1641,740
9876,Lin28a,4.97,10020,11172,9411,14467,19265,11417,28899,16815,4434,4629,5049,6082,7185,7124,5509,14700,12916,12548,25145,10858
9877,Crybg2,5.841,132,156,148,169,213,79,406,171,21,38,65,70,90,52,105,87,175,149,302,102
9878,Cd52,0.503,1,2,0,1,2,0,1,1,0,0,0,0,0,1,0,1,0,1,3,0
9879,Ubxn11,5.12,14,12,13,12,51,27,69,22,34,45,26,40,64,53,39,237,24,17,172,44
9880,Sh3bgrl3,0.687,758,1184,953,1144,1684,1070,2150,1053,681,1191,897,923,1293,1042,1055,1726,964,939,1510,800
9881,Cep85,4.106,1347,1239,1225,1590,2936,1565,3756,1622,864,1203,1161,1355,1486,1317,1063,3360,1649,1478,3496,1393
9882,Zpld2,2.338,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9883,Catsper4,2.035,1,1,0,1,3,0,1,0,0,1,0,0,1,0,0,0,3,0,2,1
9884,Cnksr1,2.535,97,102,59,108,143,51,347,131,11,3,31,16,28,18,24,51,149,131,253,64
9885,Zfp593,1.976,223,243,252,316,565,327,728,331,132,168,235,186,287,272,202,433,338,345,743,306
9886,Zfp593os,1.088,2,0,0,0,3,1,1,0,0,0,0,0,1,0,1,4,0,1,1,0
9887,Gm30191,1.693,0,0,0,0,1,0,1,0,0,1,2,0,0,0,1,0,0,0,3,1
9888,Fam110d,3.334,16,20,20,30,215,203,335,232,55,105,139,59,95,179,99,288,119,130,1966,739
9889,Gm42325,0.88,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,3,2
9890,Pdik1l,4.73,375,209,210,483,843,405,1204,544,198,257,156,296,240,250,126,973,391,393,1286,427
9891,Trim63,2.207,32,36,85,57,28,7,47,12,0,2,5,8,7,7,9,6,25,19,21,8
9892,Slc30a2,3.483,41,65,112,48,51,37,100,39,13,29,24,25,18,42,28,81,80,72,67,48
9893,Extl1,4.225,11,13,11,7,12,13,32,5,15,14,16,14,24,20,11,39,25,21,24,9
9894,Pafah2,4.352,413,414,541,448,817,388,954,415,187,252,305,256,331,309,287,700,472,370,835,333
9895,Gm30453,1.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9896,1700021N21Rik,0.905,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9897,Stmn1,1.06,2785,4813,4103,3337,5618,3151,8044,3138,2031,4326,3774,4568,5260,4062,3334,7838,4462,4447,8555,3027
9898,Paqr7,3.957,25,43,32,30,43,24,75,42,14,32,18,20,18,41,12,59,40,35,94,43
9899,Aunip,1.27,589,592,508,672,1230,657,1459,684,306,526,454,526,588,471,413,1263,633,567,1219,465
9900,Mtfr1l,2.673,967,1099,846,1224,2232,1088,2865,1295,625,881,845,821,994,933,794,2536,1089,988,2541,941
9901,Selenon,3.445,489,472,221,612,1542,1506,1391,902,1366,1929,1208,1388,1925,1415,1424,3734,684,632,1811,908
9902,Man1c1,6.378,141,88,57,122,339,403,325,228,448,815,623,494,751,607,705,1367,176,199,751,388
9903,Mir6403,0.129,0,0,0,0,3,0,0,0,1,1,2,0,1,0,1,3,0,0,3,1
9904,Gm42326,1.337,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9905,Ldlrap1,6.562,314,295,264,439,600,390,955,398,244,429,346,318,452,403,367,911,529,470,1086,469
9906,Maco1,10.118,2165,2165,1785,2523,3766,2092,5202,2578,1122,1635,1319,1673,1805,1375,1141,4415,2671,2315,4390,1672
9907,Rhd,1.573,107,145,153,98,108,49,212,58,15,10,26,39,33,25,31,41,194,129,113,44
9908,Tmem50a,1.319,942,1203,960,1099,2330,1151,3155,1141,661,1261,1117,1207,1341,992,849,2879,1384,1149,3012,1072
9909,Rsrp1,1.415,2076,1292,1350,2645,5921,2860,7371,3151,1582,2141,1272,1623,2226,2069,1783,10807,1948,1778,8078,2178
9910,Syf2,1.276,954,1065,964,1159,2079,1020,2973,1221,572,871,678,715,904,705,610,2610,1053,956,2450,872
9911,Gm42327,2.397,1,0,0,3,3,2,4,2,0,0,0,1,0,0,1,0,1,0,2,1
9912,Gm16225,0.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9913,Runx3,4.388,12,14,23,32,42,28,48,32,9,20,43,30,24,72,41,29,26,24,32,20
9914,Clic4,4.065,6362,5803,4122,8178,19507,12828,16610,9725,9461,13427,8292,11598,12577,9452,8166,26977,6980,6998,16788,7760
9915,Gm30767,3.638,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,3,3,0,2,0
9916,Gm30701,1.341,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9917,Gm12984,3.523,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
9918,Srrm1,5.808,7363,6649,7188,8570,12950,7982,15895,9097,3860,5630,5762,6979,8266,6358,6129,11650,8595,7870,13867,6227
9919,Ncmap,2.445,8,3,7,6,8,4,31,13,1,1,3,1,4,2,5,6,6,7,13,5
9920,Rcan3,5.101,492,461,359,723,447,301,1091,592,123,116,172,155,214,187,148,389,479,337,693,334
9921,Mir700,0.079,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9922,Nipal3,8.262,371,313,344,309,289,216,857,373,152,164,171,176,183,150,198,545,440,332,822,364
9923,Stpg1,3.76,0,5,4,1,0,0,2,0,0,0,2,2,0,0,0,1,0,0,2,0
9924,Grhl3,2.791,51,51,51,34,66,28,72,22,19,11,26,7,16,11,16,90,56,17,125,36
9925,Gm30888,2.111,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0
9926,1700029M20Rik,2.963,2,8,6,3,5,2,9,2,0,0,1,0,0,0,0,0,2,1,3,1
9927,Gm30941,0.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9928,Ifnlr1,4.267,80,66,62,93,104,31,179,75,16,20,13,47,31,27,20,65,96,70,172,64
9929,Il22ra1,5.825,13,16,9,33,47,23,44,30,14,7,5,5,4,3,4,50,5,4,44,14
9930,Myom3,7.389,5,3,11,6,8,8,6,2,1,4,1,3,6,2,5,15,5,3,6,5
9931,Srsf10,6.461,5913,5272,4017,6393,16423,6217,18461,7096,3300,4856,3863,6987,7282,3703,3155,20970,6754,6669,17314,4532
9932,Pnrc2,2.319,1961,1744,1230,2198,5754,2920,6447,3169,2234,2831,1313,2715,3079,1760,1533,10979,2498,2380,6631,2247
9933,Cnr2,4.337,0,1,0,0,1,1,4,1,0,0,0,1,2,0,0,2,2,0,2,2
9934,Fuca1,2.523,691,734,757,773,1329,732,1658,753,387,551,521,454,641,495,641,1446,793,722,1586,683
9935,Hmgcl,2.182,347,549,369,512,875,602,1156,554,384,594,361,501,619,573,485,1215,566,556,1070,494
9936,Gale,2.156,434,521,331,459,2089,1456,1481,509,480,1542,1172,1108,2023,1227,1408,2113,588,552,1320,503
9937,Lypla2,2.125,1632,1831,1104,2107,4304,2679,4376,2150,1185,1878,1639,970,1881,1951,2321,3407,1479,1327,3596,1741
9938,Pithd1,1.538,1141,1485,1006,1535,2655,1655,3370,1998,852,1291,1165,1264,1679,1061,1024,2706,1481,1453,2974,1327
9939,Gm13007,0.395,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,3,0
9940,Eloa,4.592,1201,1113,1011,1458,2545,1276,4272,2000,785,1067,899,1213,1261,1070,868,3327,1855,1682,3976,1649
9941,Gm57721,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9942,Rpl11,1.588,11597,19120,14314,13908,28693,14811,37990,15886,8480,18366,13273,15756,21489,14879,14429,35684,19875,18779,32024,12095
9943,Gm42329,1.008,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,1,1,1,2,1
9944,Id3,0.953,748,837,505,742,712,693,2783,1268,1404,1648,1006,689,1422,2115,1030,5854,1076,1105,4675,1816
9945,E2f2,5.003,183,144,139,172,262,144,579,225,87,100,99,121,120,145,95,327,282,234,587,175
9946,Asap3,6.629,183,164,305,143,254,124,447,154,83,57,145,131,155,152,128,307,292,246,442,123
9947,Tcea3,1.38,267,365,775,263,385,180,513,187,27,24,163,85,183,54,253,104,321,328,336,132
9948,Zfp46,5.637,65,37,44,78,227,145,265,116,145,169,87,138,122,155,97,469,95,111,295,126
9949,Hnrnpr,22.053,2829,2525,1979,2868,8637,3991,10579,3987,2957,3913,2881,4427,4758,2934,2552,15380,3857,3624,10131,2904
9950,Gm54262,5.089,2,2,0,1,8,0,5,0,2,0,0,0,1,1,1,11,0,1,5,2
9951,Gm31295,0.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9952,Htr1d,3.454,1,0,2,1,46,35,9,2,31,46,48,47,64,13,47,118,6,4,25,3
9953,Luzp1,10.616,2844,2096,2375,3250,8749,4613,7940,3625,2779,3580,3607,4734,5029,3177,3060,11215,3261,3030,8108,2909
9954,Kdm1a,3.18,4483,4314,3655,4886,9154,5552,10188,5765,2919,4404,4224,5326,5614,3877,3749,9086,5131,4765,9045,3854
9955,Tex46,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9956,Lactbl1,9.308,2,1,0,0,0,1,0,0,0,2,0,0,0,0,1,2,0,2,3,0
9957,Ephb2,11.063,528,550,171,554,930,834,1645,829,764,971,718,671,1021,968,778,2094,725,549,1758,875
9958,Gm52708,4.109,0,0,0,0,3,0,5,0,2,1,0,0,0,0,0,2,0,0,2,2
9959,Gm31536,4.722,0,0,0,1,4,4,5,0,4,2,1,4,2,6,1,14,3,0,4,3
9960,C1qb,1.104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9961,C1qc,1.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9962,C1qa,1.082,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9963,Epha8,4.966,150,189,75,138,133,85,215,84,11,24,41,19,43,29,34,20,103,68,70,33
9964,Zbtb40,7.408,608,479,667,682,1427,651,1435,608,373,591,475,590,729,597,426,1104,807,687,1372,530
9965,Gm23834,0.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9966,Gm31648,0.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9967,Gm13001,1.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9968,Gm31762,0.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9969,Gm13003,2.904,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9970,Gm46872,10.08,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
9971,Gm31820,9.457,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9972,Wnt4,3.823,16,14,13,34,29,17,71,46,10,12,20,10,19,20,32,68,15,15,88,31
9973,Cdc42,16.65,7011,7294,4859,7946,20047,9386,23410,10347,4642,7846,5666,8061,8631,5933,5346,22856,7858,7496,21389,6812
9974,Gm52681,3.172,1,1,4,7,28,8,31,10,2,17,2,6,11,8,5,54,8,5,33,11
9975,2810405F17Rik,1.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9976,Cela3a,0.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9977,Cela3b,0.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9978,Gm13010,1.34,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9979,1700013G24Rik,1.036,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9980,Hspg2,14.402,4703,3267,3126,6406,11275,8114,11989,6013,5570,5639,5053,2966,4990,3162,4405,13991,3626,2854,10652,5143
9981,Mir7018,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
